City,Cloudiness (%),Country,Date,Humidity (%),Latitude,Longitude,Temperature,Wind Speed (MPH)
Comacchio,100.0,IT,1613091143.0,65.0,44.6975,12.1858,44.6,17.27
Nuoro,0.0,IT,1613090952.0,46.0,40.3211,9.3297,51.8,2.3
Maniago,5.0,IT,1613091144.0,67.0,46.1706,12.7078,34.0,1.01
Marshfield,90.0,US,1613090952.0,60.0,44.6689,-90.1718,1.0,6.91
La Ronge,100.0,CA,1613091144.0,63.0,55.1001,-105.2842,-18.4,6.91
Broome,75.0,US,1613090952.0,73.0,42.2506,-75.833,17.6,11.5
Mana,98.0,GF,1613091144.0,82.0,5.6592,-53.7767,77.68,12.41
Korčula,20.0,HR,1613090952.0,40.0,42.9622,17.1369,33.8,21.85
Pak Phanang,75.0,TH,1613090952.0,94.0,8.3511,100.202,78.8,3.44
Kropotkin,100.0,RU,1613091144.0,78.0,45.4375,40.5756,52.0,8.68
Mweka,100.0,CD,1613091144.0,91.0,-4.85,21.5667,71.01,1.86
Ibicaraí,0.0,BR,1613091145.0,74.0,-14.865,-39.5875,80.6,5.75
Sesimbra,75.0,PT,1613091145.0,94.0,38.4445,-9.1015,59.0,10.36
Thaba-Tseka,95.0,LS,1613091145.0,64.0,-29.522,28.6084,50.94,1.97
Tongren,81.0,CN,1613090953.0,82.0,27.7172,109.1853,52.86,1.03
La Santisima Trinidad,100.0,BO,1613091145.0,90.0,-14.8333,-64.9,69.33,4.41
Srostki,27.0,RU,1613090953.0,86.0,52.4189,85.7022,-19.3,3.89
Verāval,0.0,IN,1613091145.0,40.0,20.9,70.3667,69.04,7.47
Río Gallegos,20.0,AR,1613091145.0,38.0,-51.6226,-69.2181,57.2,24.16
Broken Hill,75.0,AU,1613091146.0,44.0,-31.95,141.4333,78.8,11.5
Almenara,100.0,BR,1613091146.0,84.0,-16.1836,-40.6944,71.17,2.26
Vostok,100.0,RU,1613091146.0,93.0,46.4856,135.8833,23.88,3.58
Bellevue,90.0,US,1613090887.0,86.0,47.6104,-122.2007,33.8,3.44
Allanridge,0.0,ZA,1613091146.0,85.0,-27.7543,26.6438,64.0,8.37
Bagotville,40.0,AU,1613091146.0,53.0,-28.9833,153.4167,78.8,4.61
Erenhot,4.0,CN,1613090954.0,87.0,43.6475,111.9767,16.61,5.86
Pestretsy,75.0,RU,1613091146.0,78.0,55.7531,49.6545,6.8,6.71
Romans-sur-Isère,99.0,FR,1613091147.0,88.0,45.0464,5.0562,30.0,3.94
Manga,0.0,BF,1613091147.0,17.0,11.6636,-1.0731,75.33,6.53
Luba,20.0,GQ,1613090904.0,89.0,3.4568,8.5547,82.4,9.22
Abilene,90.0,US,1613091117.0,80.0,32.4487,-99.7331,26.6,6.91
Harper,43.0,LR,1613091147.0,88.0,4.375,-7.7169,78.93,6.53
Esso,32.0,RU,1613091147.0,86.0,55.9333,158.7,17.4,2.71
Victor Harbor,82.0,AU,1613091147.0,59.0,-35.5667,138.6167,69.01,1.99
Ygatimi,0.0,PY,1613091147.0,93.0,-24.0833,-55.5,68.54,1.03
Māgadi,20.0,IN,1613091147.0,94.0,12.9667,77.2333,59.0,3.44
Muros,21.0,ES,1613091148.0,93.0,42.7762,-9.0603,55.0,15.99
Båtsfjord,100.0,NO,1613090956.0,93.0,70.6345,29.7185,18.66,13.82
Utinga,20.0,BR,1613090956.0,78.0,-5.8172,-35.3954,80.6,9.22
Fort Saint James,100.0,CA,1613091148.0,86.0,54.4333,-124.25,-7.65,1.95
Sterling,75.0,US,1613091008.0,74.0,39.0062,-77.4286,32.0,6.91
Fare,1.0,PF,1613091148.0,64.0,-16.7,-151.0167,83.16,11.45
Doha,0.0,QA,1613091148.0,82.0,25.2867,51.5333,64.4,6.91
Ballarat,0.0,AU,1613091148.0,55.0,-37.5662,143.8496,71.01,3.0
Abéché,0.0,TD,1613091149.0,31.0,13.8292,20.8324,65.35,7.49
Sotik Post,88.0,KE,1613091149.0,95.0,-0.7813,35.3416,56.98,1.5
Pedernales,0.0,DO,1613091149.0,56.0,18.0384,-71.744,77.13,10.98
Mitsamiouli,68.0,KM,1613091149.0,77.0,-11.3847,43.2844,81.57,14.05
Mastic Beach,100.0,US,1613090957.0,57.0,40.7668,-72.8521,28.99,3.0
Sungai Penuh,9.0,ID,1613090958.0,82.0,-2.0833,101.3833,70.25,1.39
Taltal,0.0,CL,1613090889.0,72.0,-25.4,-70.4833,66.52,2.82
Rocky River,75.0,US,1613091149.0,73.0,41.4756,-81.8393,23.0,8.05
Barstow,1.0,US,1613091150.0,24.0,34.8986,-117.0228,71.6,3.44
Nantucket,20.0,US,1613091150.0,74.0,41.2835,-70.0995,27.0,4.61
Wattegama,1.0,LK,1613091150.0,100.0,6.7989,81.4808,69.8,3.44
Batemans Bay,100.0,AU,1613090958.0,94.0,-35.7167,150.1833,77.0,7.07
Montefiascone,3.0,IT,1613091150.0,83.0,42.5393,12.0362,45.0,8.99
Helena,90.0,US,1613090959.0,59.0,46.5927,-112.0361,-9.0,5.75
Seoul,93.0,KR,1613090930.0,93.0,37.5683,126.9778,33.8,2.3
Kutum,0.0,SD,1613091150.0,34.0,14.2,24.6667,60.24,8.97
Galesong,20.0,ID,1613091009.0,89.0,-5.3166,119.3661,80.6,2.3
Dombarovskiy,100.0,RU,1613091151.0,98.0,50.7587,59.5386,32.22,11.18
Ushtobe,100.0,KZ,1613090960.0,97.0,45.2514,77.9838,21.58,6.42
Opuwo,94.0,NA,1613091151.0,77.0,-18.0607,13.84,65.41,4.94
Kapoeta,25.0,SS,1613091151.0,35.0,4.7717,33.5903,77.83,4.25
Lishan,31.0,CN,1613090961.0,64.0,31.8576,113.2951,55.17,3.27
Kamenka,100.0,RU,1613091151.0,96.0,51.3223,42.7678,28.0,9.69
Batagay-Alyta,100.0,RU,1613091151.0,83.0,67.8006,130.4114,-8.82,2.28
Puerto Escondido,1.0,MX,1613091152.0,74.0,15.85,-97.0667,82.4,6.06
Mariental,96.0,NA,1613091152.0,40.0,-24.6333,17.9667,79.83,3.71
Celestún,42.0,MX,1613091152.0,82.0,20.8667,-90.4,76.75,9.08
Mayumba,100.0,GA,1613091152.0,84.0,-3.432,10.6554,78.93,4.05
Polovinnoye,64.0,RU,1613091152.0,91.0,54.7914,65.9864,-8.32,6.64
Salinópolis,100.0,BR,1613091130.0,86.0,-0.6136,-47.3561,79.38,11.25
Rincon,90.0,US,1613090963.0,94.0,32.296,-81.2354,62.01,8.05
Myski,0.0,RU,1613091153.0,82.0,53.709,87.8014,-21.66,2.57
Pecos,90.0,US,1613091153.0,80.0,31.4229,-103.4932,35.6,10.36
Olafsvik,98.0,IS,1613091153.0,75.0,64.8945,-23.7142,38.46,18.19
Okha,100.0,RU,1613090963.0,97.0,53.5739,142.9478,16.77,6.08
Santa Vitória,100.0,BR,1613091153.0,83.0,-18.8386,-50.1214,74.16,3.62
Chapais,90.0,CA,1613090860.0,71.0,49.7834,-74.8492,-4.0,10.36
Ketchikan,1.0,US,1613091154.0,36.0,55.3422,-131.6461,24.8,23.02
Fortuna,40.0,US,1613091154.0,100.0,40.5982,-124.1573,51.01,10.36
Port Lincoln,99.0,AU,1613091154.0,63.0,-34.7333,135.8667,63.81,12.17
Teya,100.0,RU,1613091154.0,84.0,60.3778,92.6267,-14.62,6.85
Brae,90.0,GB,1613091154.0,65.0,60.3964,-1.353,37.4,25.32
Cazones de Herrera,20.0,MX,1613090964.0,69.0,20.7167,-97.3167,80.6,9.22
Tokmak,69.0,UA,1613091154.0,80.0,47.2514,35.7058,44.98,11.27
Jasper,90.0,US,1613091154.0,79.0,37.2001,-94.3502,16.0,8.05
Lethem,1.0,GY,1613091155.0,61.0,3.3803,-59.7968,81.52,10.71
Kailua,40.0,US,1613091155.0,53.0,21.4022,-157.7394,80.6,10.36
Sechura,100.0,PE,1613091155.0,72.0,-5.5569,-80.8222,77.02,10.16
Gijón,100.0,ES,1613091155.0,87.0,43.5357,-5.6615,55.0,6.38
Banda Aceh,16.0,ID,1613090966.0,77.0,5.5577,95.3222,79.43,4.76
Basco,0.0,PH,1613091156.0,76.0,20.4487,121.9702,74.05,13.82
San Patricio,90.0,US,1613091156.0,100.0,28.017,-97.5169,37.99,20.71
Launceston,40.0,AU,1613091156.0,56.0,-41.45,147.1667,68.0,19.57
Lowestoft,,GB,1613092800.0,,52.4752,1.7516,33.01,
Mehamn,,NO,1613092801.0,,71.0357,27.8492,21.2,
Chokurdakh,,RU,1613092801.0,,70.6333,147.9167,-17.9,
Mataura,,NZ,1613092802.0,,-46.1927,168.8643,60.01,
Muisne,,EC,1613092568.0,,0.6,-80.0333,77.77,
Qaanaaq,,GL,1613092802.0,,77.484,-69.3632,6.49,
Mahébourg,,MU,1613092802.0,,-20.4081,57.7,78.8,
Rikitea,,PF,1613092803.0,,-23.1203,-134.9692,79.23,
São Marcos,,BR,1613092803.0,,-28.9711,-51.0681,64.99,
Punta Arenas,,CL,1613092803.0,,-53.15,-70.9167,50.0,
Prince Albert,,CA,1613092803.0,,53.2001,-105.7677,-20.2,
Naze,,JP,1613092803.0,,28.3667,129.4833,64.4,
Cherskiy,,RU,1613092803.0,,68.75,161.3,-19.17,
Busselton,,AU,1613092803.0,,-33.65,115.3333,64.0,
Guerrero Negro,,MX,1613092804.0,,27.9769,-114.0611,61.63,
Lagoa,,PT,1613092804.0,,39.05,-27.9833,59.14,
Saint-Augustin,,CA,1613092807.0,,51.226,-58.6502,26.2,
Tūkrah,,LY,1613092807.0,,32.5341,20.5791,56.59,
Alexandria,,EG,1613092617.0,,31.2156,29.9553,51.8,
Tasiilaq,,GL,1613092808.0,,65.6145,-37.6368,21.2,
Saint-Philippe,,RE,1613092808.0,,-21.3585,55.7679,78.8,
Pisco,,PE,1613092808.0,,-13.7,-76.2167,73.4,
Varkala,,IN,1613092808.0,,8.7341,76.7067,73.4,
Sanquhar,,GB,1613092809.0,,55.3653,-3.9216,30.2,
Berlevåg,,NO,1613092809.0,,70.8578,29.0864,22.15,
Piñas,,EC,1613092809.0,,-3.6667,-79.65,67.53,
Bredasdorp,,ZA,1613092809.0,,-34.5322,20.0403,71.6,
Khorramshahr,,IR,1613092809.0,,30.4397,48.1664,57.2,
Port Alfred,,ZA,1613092810.0,,-33.5906,26.891,70.0,
Albion,,US,1613092593.0,,42.2431,-84.753,14.0,
Alice Springs,,AU,1613092665.0,,-23.7,133.8833,91.4,
Majholi,,IN,1613092810.0,,23.5,79.9167,55.2,
Abnūb,,EG,1613092810.0,,27.2696,31.1511,55.4,
Capinópolis,,BR,1613092810.0,,-18.6819,-49.5697,72.91,
Pitiquito,,MX,1613092810.0,,30.7,-112.0833,70.0,
Ushuaia,,AR,1613092631.0,,-54.8,-68.3,48.2,
Khatanga,,RU,1613092811.0,,71.9667,102.5,-19.88,
Havøysund,,NO,1613092811.0,,70.9963,24.6622,26.6,
Yangi Marg`ilon,,UZ,1613092811.0,,40.4272,71.7189,37.4,
Castro,,BR,1613092811.0,,-24.7911,-50.0119,60.6,
Carnarvon,,AU,1613092812.0,,-24.8667,113.6333,80.6,
Saint Paul Harbor,,US,1613092521.0,,57.79,-152.4072,37.4,
Esim,,GH,1613092812.0,,4.8699,-2.2405,80.58,
Pacific Grove,,US,1613092671.0,,36.6177,-121.9166,55.0,
Lebu,,CL,1613092813.0,,-37.6167,-73.65,59.34,
Longyearbyen,,SJ,1613092814.0,,78.2186,15.6401,1.4,
Port Elizabeth,,ZA,1613092814.0,,-33.918,25.5701,73.4,
Yamada,,JP,1613092814.0,,39.4667,141.95,38.73,
Upernavik,,GL,1613092814.0,,72.7868,-56.1549,0.3,
Vardø,,NO,1613092814.0,,70.3705,31.1107,23.07,
Babylon,,US,1613092670.0,,40.6957,-73.3257,30.0,
Albany,,US,1613092566.0,,42.6001,-73.9662,19.4,
Tuktoyaktuk,,CA,1613092815.0,,69.4541,-133.0374,-7.6,
Atuona,,PF,1613092815.0,,-9.8,-139.0333,79.23,
Yellowknife,,CA,1613092814.0,,62.456,-114.3525,-9.0,
Butaritari,,KI,1613092816.0,,3.0707,172.7902,81.45,
Bambous Virieux,,MU,1613092816.0,,-20.3428,57.7575,78.8,
Lompoc,,US,1613092816.0,,34.6391,-120.4579,55.4,
Westport,,US,1613092679.0,,41.1415,-73.3579,28.4,
Vaini,,TO,1613092817.0,,-21.2,-175.2,86.0,
Torbay,,CA,1613092817.0,,47.6666,-52.7314,23.0,
Hilo,,US,1613092817.0,,19.7297,-155.09,78.8,
Salamiyah,,SY,1613092817.0,,35.0113,37.0532,51.91,
Amapá,,BR,1613092817.0,,1.0,-52.0,72.79,
Rudnogorsk,,RU,1613092817.0,,57.2639,103.7519,-22.99,
Hobyo,,SO,1613092817.0,,5.3505,48.5268,75.43,
Ponta do Sol,,PT,1613092818.0,,32.6667,-17.1,60.01,
Korla,,CN,1613092815.0,,41.7597,86.1469,29.86,
Constitución,,CL,1613092818.0,,-35.3333,-72.4167,59.99,
Bariloche,,AR,1613092654.0,,-41.1456,-71.3082,66.2,
Comodoro Rivadavia,,AR,1613092818.0,,-45.8667,-67.5,78.8,
George Town,,MY,1613092799.0,,5.4112,100.3354,82.4,
Hasaki,,JP,1613092818.0,,35.7333,140.8333,46.4,
Tutóia,,BR,1613092818.0,,-2.7619,-42.2744,81.0,
Santa Cruz de la Sierra,,BO,1613092772.0,,-17.8,-63.1667,68.0,
Nuquí,,CO,1613092819.0,,5.7125,-77.2708,78.98,
New Norfolk,,AU,1613092819.0,,-42.7826,147.0587,72.0,
Mar del Plata,,AR,1613092820.0,,-38.0023,-57.5575,70.0,
Prince Rupert,,CA,1613092820.0,,54.3161,-130.3201,24.8,
Kaitangata,,NZ,1613092821.0,,-46.2817,169.8464,63.0,
Balatonboglár,,HU,1613092821.0,,46.7752,17.6441,21.2,
Buta,,CD,1613092822.0,,2.7858,24.73,69.82,
Jamestown,,US,1613092549.0,,42.097,-79.2353,15.8,
San Luis Potosí,,MX,1613092801.0,,22.5,-100.5,69.8,
East London,,ZA,1613092822.0,,-33.0153,27.9116,74.53,
Roald,,NO,1613092823.0,,62.5833,6.1333,23.0,
Barra de Tecoanapa,,MX,1613092823.0,,16.5167,-98.75,77.02,
Thompson,,CA,1613092823.0,,55.7435,-97.8558,-25.6,
Oktyabr'skiy,,RU,1613092824.0,,54.4815,53.471,11.19,
Pierre,,US,1613092824.0,,44.3683,-100.351,-2.2,
Provideniya,,RU,1613092825.0,,64.3833,-173.3,-5.8,
Mayo,,US,1613092825.0,,38.8876,-76.5119,34.0,
Rotifunk,,SL,1613092825.0,,8.2333,-12.6833,74.7,
Laas,,IT,1613092825.0,,46.6166,10.7002,12.2,
Kavaratti,,IN,1613092750.0,,10.5669,72.642,81.28,
Arraial do Cabo,,BR,1613092826.0,,-22.9661,-42.0278,75.2,
Almeirim,,BR,1613092826.0,,-1.5233,-52.5817,75.09,
Yeppoon,,AU,1613092828.0,,-23.1333,150.7333,84.2,
Hermanus,,ZA,1613092828.0,,-34.4187,19.2345,73.0,
Dikson,,RU,1613092829.0,,73.5069,80.5464,-14.89,
Hobart,,AU,1613092829.0,,-42.8794,147.3294,72.0,
Nikolskoye,,RU,1613092829.0,,59.7035,30.7861,3.99,
Glasgow,,GB,1613092699.0,,55.8652,-4.2576,28.4,
Ivanteyevka,,RU,1613092829.0,,55.9711,37.9208,7.0,
Bathsheba,,BB,1613092830.0,,13.2167,-59.5167,78.8,
Kapaa,,US,1613092554.0,,22.0752,-159.319,75.2,
Talnakh,,RU,1613092830.0,,69.4865,88.3972,-18.63,
Mount Isa,,AU,1613092830.0,,-20.7333,139.5,91.4,
Iranshahr,,IR,1613092574.0,,27.2025,60.6848,59.0,
Aginskoye,,RU,1613092830.0,,51.1,114.53,3.52,
Avarua,,CK,1613092831.0,,-21.2078,-159.775,82.4,
Faanui,,PF,1613092831.0,,-16.4833,-151.75,82.63,
Turukhansk,,RU,1613092831.0,,65.8167,87.9833,-24.81,
Lavrentiya,,RU,1613092831.0,,65.5833,-171.0,-20.99,
Airai,,TL,1613092831.0,,-8.9266,125.4092,72.52,
Matara,,LK,1613092832.0,,5.9485,80.5353,72.03,
Geraldton,,AU,1613092832.0,,-28.7667,114.6,80.6,
Halifax,,CA,1613092616.0,,44.6453,-63.5724,18.0,
Merauke,,ID,1613092832.0,,-8.4667,140.3333,80.73,
Barrow,,US,1613092628.0,,71.2906,-156.7887,-41.8,
Bratislava,,SK,1613092832.0,,48.1482,17.1067,17.6,
Ribeira Grande,,PT,1613092833.0,,38.5167,-28.7,60.64,
Puerto Ayora,,EC,1613092833.0,,-0.7393,-90.3518,75.99,
Kerema,,PG,1613092833.0,,-7.9631,145.7785,81.41,
Kirakira,,SB,1613092834.0,,-10.4544,161.9205,78.35,
Codrington,,AU,1613092834.0,,-38.2667,141.9667,63.66,
Kahului,,US,1613092723.0,,20.8947,-156.47,80.6,
Port Antonio,,JM,1613092835.0,,18.18,-76.4612,80.6,
Deniliquin,,AU,1613092835.0,,-35.5333,144.9667,71.01,
Safaga,,EG,1613092835.0,,26.7292,33.9365,60.8,
Lüderitz,,NA,1613092835.0,,-26.6481,15.1594,64.62,
Buin,,CL,1613092835.0,,-33.7333,-70.75,72.0,
Hamilton,,US,1613092816.0,,39.1834,-84.5333,24.01,
Benguela,,AO,1613092836.0,,-12.5763,13.4055,74.03,
Palana,,RU,1613092836.0,,59.1167,159.9667,5.79,
Laguna,,US,1613092587.0,,38.421,-121.4238,52.0,
Sarangani,,PH,1613092836.0,,5.4033,125.4636,83.23,
Aklavik,,CA,1613092836.0,,68.2191,-135.0107,-11.2,
Cape Town,,ZA,1613092836.0,,-33.9258,18.4232,72.0,
Tucumcari,,US,1613092560.0,,35.1717,-103.725,35.6,
Egvekinot,,RU,1613092837.0,,66.3167,-179.1667,-19.34,
Hithadhoo,,MV,1613092837.0,,-0.6,73.0833,81.23,
Henties Bay,,NA,1613092837.0,,-22.116,14.2845,69.01,
Severo-Kuril'sk,,RU,1613092837.0,,50.6789,156.125,29.73,
Itoman,,JP,1613092837.0,,26.1247,127.6694,69.8,
Grindavik,,IS,1613092837.0,,63.8424,-22.4338,35.6,
Waingapu,,ID,1613092838.0,,-9.6567,120.2641,83.52,
Huilong,,CN,1613092838.0,,31.8111,121.655,55.0,
Mwadui,,TZ,1613092838.0,,-3.55,33.6,65.25,
Saint-Joseph,,RE,1613092838.0,,-21.3667,55.6167,78.8,
Kumano,,JP,1613092838.0,,34.3442,132.5894,52.0,
Tromsø,,NO,1613092745.0,,69.6496,18.957,30.99,
Kuruman,,ZA,1613092838.0,,-27.4524,23.4325,66.99,
Hirara,,JP,1613092839.0,,24.8,125.2833,71.6,
Bulgan,,MN,1613092839.0,,48.8125,103.5347,6.15,
Hong Kong,,HK,1613092839.0,,22.2855,114.1577,64.0,
Kaeo,,NZ,1613092840.0,,-35.1,173.7833,78.01,
Ayan,,RU,1613092841.0,,56.45,138.1667,18.79,
Uniontown,,US,1613092842.0,,39.9001,-79.7164,27.0,
Lata,,PT,1613092842.0,,40.1629,-8.3327,57.99,
Antofagasta,,CL,1613092797.0,,-23.65,-70.4,69.8,
Zelenoborskiy,,RU,1613092842.0,,66.845,32.3622,-4.14,
Wisconsin Rapids,,US,1613092842.0,,44.3836,-89.8174,1.4,
Souillac,,MU,1613092843.0,,-20.5167,57.5167,78.8,
Itarema,,BR,1613092843.0,,-2.9248,-39.9167,79.92,
Juegang,,CN,1613092843.0,,32.3174,121.1855,52.0,
Sherlovaya Gora,,RU,1613092843.0,,50.5667,116.25,0.48,
Amahai,,ID,1613092843.0,,-3.3333,128.9167,85.86,
Meulaboh,,ID,1613092843.0,,4.1363,96.1285,78.22,
Honiara,,SB,1613092843.0,,-9.4333,159.95,78.33,
Karratha,,AU,1613092844.0,,-20.7377,116.8463,83.91,
Husavik,,IS,1613092844.0,,66.0449,-17.3389,19.4,
Mildura,,AU,1613092629.0,,-34.2,142.15,68.0,
Fairbanks,,US,1613092584.0,,64.8378,-147.7164,17.6,
Saint-Pierre,,RE,1613092844.0,,-21.3393,55.4781,78.8,
Tuatapere,,NZ,1613092844.0,,-46.1333,167.6833,60.01,
Cidreira,,BR,1613092844.0,,-30.1811,-50.2056,75.16,
Chifeng,,CN,1613092845.0,,42.2683,118.9636,25.97,
Te Anau,,NZ,1613092846.0,,-45.4167,167.7167,64.67,
Puerto del Rosario,,ES,1613092661.0,,28.5004,-13.8627,64.4,
Zhezkazgan,,KZ,1613092846.0,,47.8043,67.7144,7.52,
Byron Bay,,AU,1613092847.0,,-28.65,153.6167,80.6,
Kavieng,,PG,1613092847.0,,-2.5744,150.7967,83.37,
Atkarsk,,RU,1613092847.0,,51.8718,45.0078,25.34,
Iaçu,,BR,1613092847.0,,-12.7672,-40.2117,71.11,
Verkhoyansk,,RU,1613092680.0,,67.5447,133.385,-14.49,
Chiredzi,,ZW,1613092849.0,,-21.05,31.6667,68.92,
Umba,,RU,1613092849.0,,66.6871,34.3429,-4.5,
Darnah,,LY,1613092849.0,,32.767,22.6367,58.19,
Trhové Sviny,,CZ,1613092849.0,,48.8423,14.6392,14.0,
Mufumbwe,,ZM,1613092849.0,,-13.6833,24.8,63.52,
Bluff,,NZ,1613092850.0,,-46.6,168.3333,60.01,
Port Shepstone,,ZA,1613092621.0,,-30.7414,30.455,73.08,
Road Town,,VG,1613092824.0,,18.4167,-64.6167,78.01,
Gusinoye Ozero,,RU,1613092850.0,,51.1144,106.2614,-4.47,
Mount Holly,,US,1613092850.0,,35.2982,-81.0159,51.8,
Port Hawkesbury,,CA,1613092850.0,,45.6169,-61.3485,15.8,
Plettenberg Bay,,ZA,1613092756.0,,-34.0527,23.3716,72.43,
La Asuncion,,VE,1613092851.0,,11.0333,-63.8628,75.99,
Bilibino,,RU,1613092851.0,,68.0546,166.4372,-15.63,
Lokosovo,,RU,1613092851.0,,61.1333,74.8167,-24.93,
Tarauacá,,BR,1613092851.0,,-8.1614,-70.7656,73.36,
Leningradskiy,,RU,1613092851.0,,69.3833,178.4167,-14.44,
Kruisfontein,,ZA,1613092851.0,,-34.0033,24.7314,73.99,
Matanzas,,CU,1613092851.0,,23.0411,-81.5775,75.2,
The Valley,,AI,1613092852.0,,18.217,-63.0578,78.8,
Dolores,,AR,1613092852.0,,-36.3132,-57.6792,68.85,
Kotka,,FI,1613092852.0,,60.4664,26.9458,7.0,
Camacupa,,AO,1613092852.0,,-12.0167,17.4833,60.28,
Nizhniy Ingash,,RU,1613092853.0,,56.2,96.53,-11.24,
Lorengau,,PG,1613092853.0,,-2.0226,147.2712,83.66,
Cabo San Lucas,,MX,1613092853.0,,22.8909,-109.9124,68.0,
Noshiro,,JP,1613092853.0,,40.2039,140.0242,26.6,
Palestine,,PS,1613092854.0,,31.9216,35.2033,52.0,
Sibsāgar,,IN,1613092569.0,,26.9833,94.6333,55.4,
Mogadouro,,PT,1613092854.0,,41.3403,-6.7119,50.0,
Ranipur,,PK,1613092854.0,,27.2879,68.5051,51.8,
San Joaquin,,US,1613092605.0,,37.9333,-121.3011,57.99,
Disna,,BY,1613092854.0,,55.568,28.1971,6.6,
Tambo Grande,,PE,1613092855.0,,-4.9269,-80.3447,80.96,
Berdyaush,,RU,1613092856.0,,55.1619,59.1464,0.0,
Cayenne,,GF,1613092856.0,,4.9333,-52.3333,75.2,
Touros,,BR,1613092856.0,,-5.1989,-35.4608,80.6,
Isangel,,VU,1613092856.0,,-19.55,169.2667,83.93,
Necochea,,AR,1613092856.0,,-38.5473,-58.7368,68.0,
Kovūr,,IN,1613092857.0,,14.4833,79.9833,63.09,
Marawi,,PH,1613092857.0,,7.9986,124.2928,76.32,
Zhigansk,,RU,1613092858.0,,66.7697,123.3711,-8.61,
Dingle,,PH,1613092858.0,,10.9995,122.6711,81.39,
Kieta,,PG,1613092858.0,,-6.2167,155.6333,80.8,
Kaifeng,,CN,1613092858.0,,34.7911,114.3483,44.6,
Yar-Sale,,RU,1613092858.0,,66.8333,70.8333,-18.42,
Vao,,NC,1613092859.0,,-22.6667,167.4833,76.95,
Talara,,PE,1613092859.0,,-4.5772,-81.2719,74.43,
Mossamedes,,AO,1613092859.0,,-15.1961,12.1522,72.95,
Samarai,,PG,1613092860.0,,-10.6167,150.6667,84.7,
Iqaluit,,CA,1613092860.0,,63.7506,-68.5145,-0.4,
Gornopravdinsk,,RU,1613092862.0,,60.05,69.9,-25.33,
Great Falls,,US,1613092818.0,,47.5002,-111.3008,-17.0,
Nadvoitsy,,RU,1613092862.0,,63.8667,34.3167,-3.69,
Sabang,,ID,1613092862.0,,5.8933,95.3214,81.55,
Ostrovnoy,,RU,1613092863.0,,68.0531,39.5131,10.08,
Vitim,,RU,1613092863.0,,59.4511,112.5578,-9.53,
Picota,,PE,1613092864.0,,-6.9197,-76.3304,77.0,
Shingū,,JP,1613092864.0,,33.7333,135.9833,53.6,
Kosai,,JP,1613092864.0,,34.7105,137.5316,54.0,
Whitianga,,NZ,1613092865.0,,-36.8333,175.7,73.74,
Kargil,,IN,1613092865.0,,34.5667,76.1,-4.14,
Sitka,,US,1613092865.0,,57.0531,-135.33,30.2,
Buşayrā,,JO,1613092866.0,,30.7376,35.6078,49.87,
Shumskiy,,RU,1613092866.0,,54.8318,99.1328,-11.76,
Garoua,,CM,1613092866.0,,9.3,13.4,69.85,
Vila Franca do Campo,,PT,1613092866.0,,37.7167,-25.4333,61.0,
Saint George,,US,1613092867.0,,37.1041,-113.5841,62.6,
Kiama,,AU,1613092713.0,,-34.6833,150.8667,77.0,
Zhanakorgan,,KZ,1613092867.0,,43.9098,67.2495,37.29,
Goderich,,CA,1613092867.0,,43.7501,-81.7165,12.2,
Clyde River,,CA,1613092753.0,,70.4692,-68.5914,6.8,
Yanam,,IN,1613092867.0,,16.7333,82.2167,71.6,
Esmeraldas,,BR,1613092868.0,,-19.7625,-44.3139,69.8,
Yumen,,CN,1613092868.0,,40.2833,97.2,31.48,
Cabra,,ES,1613092869.0,,37.4725,-4.4421,55.4,
Swellendam,,ZA,1613092869.0,,-34.0226,20.4417,71.6,
Port Blair,,IN,1613092869.0,,11.6667,92.75,78.21,
Acapulco de Juárez,,MX,1613092870.0,,16.8634,-99.8901,78.8,
Ati,,TD,1613092870.0,,13.2154,18.3353,70.09,
Mogadishu,,SO,1613092870.0,,2.0371,45.3438,76.3,
Moshenskoye,,RU,1613092870.0,,58.5102,34.5911,-5.8,
Katsuura,,JP,1613092870.0,,35.1333,140.3,51.01,
Petropavlovsk-Kamchatskiy,,RU,1613092871.0,,53.0452,158.6483,30.2,
Zunyi,,CN,1613092871.0,,27.6867,106.9072,48.83,
Saldanha,,ZA,1613092722.0,,-33.0117,17.9442,64.4,
Puerto Ayacucho,,VE,1613092871.0,,5.6639,-67.6236,83.44,
Bilma,,NE,1613092872.0,,18.6853,12.9164,68.0,
Nhulunbuy,,AU,1613092872.0,,-12.2333,136.7667,82.4,
Cavalcante,,BR,1613092872.0,,-13.7975,-47.4583,69.69,
Karaton,,ID,1613092872.0,,-6.3424,106.1045,78.8,
Quatre Cocos,,MU,1613092873.0,,-20.2078,57.7625,78.8,
Inhambane,,MZ,1613092873.0,,-23.865,35.3833,78.4,
Wakefield,,GB,1613092874.0,,53.6809,-1.499,28.99,
Ambanja,,MG,1613092874.0,,-13.6833,48.45,73.89,
Nandurbar,,IN,1613092875.0,,21.3667,74.25,67.23,
Margate,,GB,1613092875.0,,51.3813,1.3862,32.0,
Sharkan,,RU,1613092875.0,,57.2989,53.8712,1.0,
Tonekābon,,IR,1613092875.0,,36.8163,50.8738,41.0,
Aljezur,,PT,1613092875.0,,37.3191,-8.8033,57.49,
Saskylakh,,RU,1613092875.0,,71.9167,114.0833,-13.61,
